GP_CD,SYS_SUPP
J81058,TPP
J82149,TPP
K84042,EMIS
M87034,EMIS
M91640,EMIS
N82107,EMIS
N83001,EMIS
N83014,EMIS
P89005,EMIS
P92015,EMIS
A82650,EMIS
A84042,EMIS
A85024,EMIS
C88096,TPP
D82057,EMIS
E86605,EMIS
F82040,EMIS
F84010,EMIS
F84119,EMIS
J82024,TPP
K81005,EMIS
M86006,EMIS
P81138,EMIS
A89030,EMIS
B81015,TPP
B81039,TPP
B81046,TPP
B83008,TPP
B85037,TPP
B85041,TPP
B85062,EMIS
B86005,TPP
B86068,EMIS
B87009,TPP
C81004,EMIS
C82052,TPP
C84010,TPP
C88073,TPP
E83045,EMIS
E85049,TPP
G83065,EMIS
K83607,TPP
F82648,EMIS
G81085,EMIS
H81002,EMIS
H82006,TPP
H82067,TPP
H83043,EMIS
J81086,TPP
J82012,EMIS
J82135,EMIS
K81047,EMIS
K81075,EMIS
K84024,EMIS
L81016,EMIS
L85006,EMIS
M83034,EMIS
M86003,EMIS
M86622,EMIS
N82091,EMIS
P81074,EMIS
P81201,EMIS
P82004,TPP
P83011,EMIS
P86008,EMIS
Y01132,EMIS
Y02469,TPP
Y02721,EMIS
A85013,EMIS
A88001,EMIS
B87602,TPP
C81045,TPP
C81110,TPP
C81649,TPP
C84008,EMIS
D82058,TPP
D83010,TPP
E82018,TPP
E84025,EMIS
E84676,EMIS
H82061,EMIS
G81073,TPP
H81013,EMIS
H81047,EMIS
H84630,EMIS
J82018,EMIS
J83601,TPP
K83035,TPP
L81669,EMIS
L85035,EMIS
M83108,TPP
M87009,EMIS
M88626,TPP
M91019,EMIS
N82026,EMIS
N83620,EMIS
N85003,EMIS
N85007,EMIS
N85013,EMIS
P81179,EMIS
P92626,EMIS
Y02842,TPP
B85030,TPP
C82628,TPP
C83018,TPP
E82032,EMIS
F83652,EMIS
F84718,EMIS
F85676,EMIS
G81065,TPP
G81100,TPP
G81638,TPP
G83039,EMIS
G85020,EMIS
L81066,EMIS
L84077,TPP
M81093,EMIS
M88625,EMIS
N85022,EMIS
A89013,EMIS
C86026,EMIS
E85035,TPP
F84717,EMIS
G84609,EMIS
G85716,EMIS
H81058,EMIS
H82031,TPP
H84059,EMIS
J83047,TPP
K81042,EMIS
K84010,EMIS
L83084,TPP
M83725,EMIS
M88016,TPP
M92640,EMIS
N81037,EMIS
N82058,EMIS
P92642,TPP
Y06345,EMIS
A84005,TPP
A84614,EMIS
C81059,TPP
C82092,TPP
E84058,EMIS
E85681,TPP
E86001,EMIS
F81011,TPP
F81149,TPP
F86657,TPP
G82018,EMIS
G82080,EMIS
G82119,EMIS
G82123,EMIS
G82753,EMIS
G82780,EMIS
H84012,EMIS
H84060,EMIS
L81047,EMIS
L82008,TPP
L83075,TPP
L83089,TPP
M91014,EMIS
M92014,EMIS
N81125,EMIS
N83047,EMIS
P81707,EMIS
P91014,EMIS
A83009,EMIS
B82071,TPP
B86673,TPP
C81113,TPP
C86012,TPP
D81025,EMIS
D81060,EMIS
E85640,TPP
F81649,TPP
F82053,EMIS
H82020,TPP
H83017,EMIS
H84635,EMIS
K83008,TPP
L81084,EMIS
L83004,TPP
L84073,TPP
L85055,EMIS
M81039,EMIS
M83727,EMIS
M85077,EMIS
N81062,EMIS
N82024,EMIS
P88018,EMIS
E83038,EMIS
A82006,EMIS
C82079,TPP
D82046,TPP
D83035,TPP
E86620,EMIS
F81740,TPP
F84640,EMIS
G85047,EMIS
J82217,TPP
L83031,TPP
L84006,TPP
L84615,TPP
N82052,EMIS
P85011,EMIS
Y03663,EMIS
C81025,EMIS
D82065,EMIS
D83037,TPP
F81623,TPP
F82625,EMIS
F82666,EMIS
F84047,EMIS
G81031,EMIS
G81038,EMIS
G83025,EMIS
G83057,EMIS
J81073,TPP
K82615,TPP
M81042,EMIS
M83004,EMIS
M83037,EMIS
M84007,EMIS
M88042,TPP
N81054,EMIS
N85027,EMIS
P81770,EMIS
P82640,EMIS
P83017,EMIS
P84640,EMIS
A82031,EMIS
A82032,EMIS
B85620,TPP
B86654,TPP
C83041,TPP
C84046,TPP
D81018,TPP
E82027,EMIS
E84039,EMIS
E85739,TPP
F81076,TPP
G85105,EMIS
F85016,EMIS
G84030,EMIS
H81010,EMIS
H82063,EMIS
J81067,TPP
K82030,EMIS
L81117,EMIS
L85051,EMIS
M81006,EMIS
M83007,EMIS
M83035,EMIS
M88038,TPP
P81086,EMIS
Y00437,EMIS
Y02736,EMIS
Y07025,TPP
A81611,EMIS
A81633,TPP
A89009,EMIS
B84011,EMIS
B86008,EMIS
C81087,TPP
C84028,TPP
C84053,TPP
C84072,TPP
E82093,TPP
E82100,TPP
E84680,EMIS
E87029,TPP
F81652,TPP
F86045,EMIS
G84015,EMIS
H81087,EMIS
K81055,EMIS
K83027,TPP
L83024,EMIS
M84615,EMIS
M85735,EMIS
N81005,EMIS
P81695,EMIS
P86608,EMIS
Y00078,EMIS
Y02589,TPP
A81063,TPP
A85018,EMIS
B81035,TPP
C82031,TPP
D82007,TPP
D82063,TPP
E81044,TPP
E84018,EMIS
E85713,TPP
G85695,EMIS
F81633,EMIS
F81746,TPP
F84730,EMIS
G85633,EMIS
J82199,TPP
L85061,EMIS
M81044,EMIS
M83023,EMIS
M92010,EMIS
P81054,EMIS
P81069,EMIS
P92647,TPP
A83610,TPP
B87012,TPP
C81054,TPP
E82045,EMIS
F81069,TPP
G83053,EMIS
F81666,TPP
F84620,EMIS
F86698,EMIS
G85726,EMIS
H84044,EMIS
H85003,EMIS
J82054,EMIS
L81062,EMIS
L84005,TPP
M85757,EMIS
M91642,EMIS
N82646,EMIS
P81084,EMIS
P81701,EMIS
Y05690,TPP
Y06007,TPP
A82038,EMIS
B81635,TPP
C82012,TPP
E82654,TPP
E87733,TPP
F81062,TPP
G83021,EMIS
G81037,TPP
G84010,EMIS
K81003,EMIS
K82078,EMIS
L83657,TPP
L85047,EMIS
M81055,EMIS
M83132,EMIS
M85803,EMIS
M86638,EMIS
N81056,TPP
N81064,EMIS
P81092,EMIS
P82005,TPP
P85016,EMIS
P86003,EMIS
P89609,EMIS
A81014,TPP
B82077,TPP
C82088,TPP
C87008,TPP
D81044,TPP
D82018,TPP
D82049,EMIS
D82064,TPP
E84674,EMIS
E86019,EMIS
F85061,EMIS
G82141,EMIS
H82013,TPP
K84051,EMIS
L83045,TPP
L83607,EMIS
M85033,EMIS
M86048,EMIS
M91623,EMIS
N82002,EMIS
P84639,EMIS
Y01794,TPP
Y02720,EMIS
A81013,TPP
A82020,EMIS
A85006,EMIS
A89012,EMIS
A89027,EMIS
C81029,TPP
C81652,TPP
C84065,TPP
C86015,EMIS
C88622,TPP
E85033,TPP
E87648,TPP
F81014,TPP
G84006,EMIS
F85675,EMIS
H82099,TPP
H84007,EMIS
L82007,EMIS
L82013,TPP
M82017,EMIS
M85048,EMIS
M91602,EMIS
N84617,EMIS
N85012,EMIS
P85004,EMIS
P87024,EMIS
A84013,TPP
C81042,TPP
C83011,TPP
D81002,TPP
D82028,EMIS
E84003,EMIS
E84069,EMIS
F84710,EMIS
G81046,EMIS
H85031,EMIS
M82056,EMIS
M83130,EMIS
M85079,TPP
M91009,EMIS
N81010,EMIS
N81046,EMIS
N82664,EMIS
P83608,EMIS
P88019,EMIS
P92635,CEGEDIM
A83026,EMIS
A82016,EMIS
A83635,TPP
B82031,EMIS
C84105,EMIS
C88078,TPP
D81049,TPP
D82010,TPP
G82067,EMIS
G82650,EMIS
F85682,EMIS
G83067,EMIS
H83039,EMIS
J82074,TPP
J82646,EMIS
K81076,EMIS
K83039,TPP
L83076,TPP
L83147,TPP
L84052,TPP
L85607,EMIS
M82059,EMIS
M83110,EMIS
M92012,EMIS
M92026,EMIS
N81053,EMIS
P83005,EMIS
P88042,EMIS
C81655,TPP
C84080,TPP
C87606,TPP
E84062,EMIS
H82056,EMIS
F81006,TPP
F83032,EMIS
F84074,EMIS
H83609,EMIS
H85063,EMIS
H85088,EMIS
J82083,EMIS
M83067,TPP
M83693,EMIS
P81150,EMIS
P84018,EMIS
P84047,EMIS
P85615,EMIS
B82068,TPP
B82104,TPP
B85009,TPP
B85058,TPP
C84019,TPP
C84023,EMIS
C86037,TPP
D83030,TPP
F83681,EMIS
G82219,EMIS
F82023,EMIS
G82028,EMIS
G82697,EMIS
H85656,EMIS
H85680,EMIS
J81014,TPP
J82001,TPP
L81024,EMIS
L81039,TPP
L81095,EMIS
L83059,TPP
L83071,EMIS
M85086,EMIS
N81107,EMIS
N83055,EMIS
P81063,EMIS
P82034,EMIS
P92024,TPP
Y02692,EMIS
A81021,EMIS
A82044,EMIS
A86026,TPP
C81049,EMIS
C82667,TPP
C84037,TPP
C84055,TPP
C87030,TPP
G83004,EMIS
F82012,EMIS
F86064,EMIS
G82212,EMIS
H81103,EMIS
K81020,EMIS
L81013,EMIS
L84021,TPP
M81009,EMIS
M83032,EMIS
M83650,EMIS
M85170,TPP
M88043,TPP
N82650,EMIS
P86010,EMIS
P87016,EMIS
P88012,EMIS
Y00446,EMIS
A83043,TPP
B81642,TPP
B83037,TPP
C81051,TPP
C82043,EMIS
C88007,TPP
D81043,TPP
E82008,TPP
E84024,EMIS
E85657,TPP
E87665,TPP
F81158,TPP
G82076,EMIS
G82154,EMIS
J81625,TPP
L83146,TPP
L84047,TPP
M83042,TPP
M84017,EMIS
M84034,EMIS
M86044,EMIS
M91624,EMIS
N82109,EMIS
P81022,EMIS
P81738,EMIS
A82064,EMIS
B83062,TPP
B85023,TPP
B86020,TPP
C81097,TPP
D82030,TPP
D83061,TPP
F81053,EMIS
G83641,EMIS
H81033,EMIS
H81613,EMIS
L81051,EMIS
L83083,TPP
L83113,EMIS
L83120,TPP
L84011,TPP
L84018,TPP
L84085,TPP
M88010,TPP
M88640,TPP
N82092,EMIS
P82006,EMIS
P84669,EMIS
Y06810,TPP
A81056,TPP
A83018,TPP
A89018,EMIS
B81003,TPP
C81662,TPP
C82076,TPP
C83083,TPP
C86038,TPP
C86614,TPP
C88037,TPP
C88652,TPP
D82071,TPP
E86007,EMIS
F82619,EMIS
H81028,TPP
J81082,TPP
J82041,EMIS
J82181,EMIS
J82640,EMIS
L82066,EMIS
M85026,EMIS
M85715,EMIS
M88643,TPP
P83007,EMIS
P85007,EMIS
P89012,EMIS
A83066,TPP
A87006,TPP
B81665,TPP
B86044,EMIS
B86092,TPP
C81013,TPP
C83631,TPP
C88006,TPP
G85046,EMIS
J81021,TPP
K81030,EMIS
K84618,EMIS
M82018,EMIS
M85043,EMIS
M87618,EMIS
M88022,TPP
M91626,EMIS
N81028,TPP
N82671,EMIS
N85014,EMIS
N85633,EMIS
P85014,EMIS
Y00080,EMIS
Y02520,EMIS
Y05167,TPP
A81045,TPP
A83008,TPP
A87020,TPP
B83611,TPP
B85051,TPP
C82018,TPP
C84076,TPP
E82069,EMIS
E87677,TPP
F81105,TPP
G82799,EMIS
F81173,TPP
F81674,TPP
G85042,EMIS
J82120,EMIS
K81102,EMIS
L81008,EMIS
N85021,EMIS
P86002,EMIS
P86011,EMIS
P89030,EMIS
P89612,EMIS
P92016,TPP
Y02656,TPP
B82075,TPP
B83025,TPP
B85026,TPP
B86103,TPP
C86022,TPP
C88648,TPP
D83008,TPP
E87045,TPP
F85046,EMIS
G83062,EMIS
F81108,TPP
G82092,EMIS
H82078,TPP
H84027,EMIS
H85005,EMIS
H85105,EMIS
J82087,TPP
L82618,EMIS
L85064,EMIS
M85018,EMIS
M85042,EMIS
M91015,EMIS
M91609,EMIS
N81013,EMIS
P81014,EMIS
P84056,EMIS
P86624,EMIS
Y02321,EMIS
E83050,EMIS
A83012,TPP
A83014,TPP
A83027,TPP
A85019,EMIS
C81075,TPP
C84682,TPP
D82016,TPP
E81027,TPP
F85615,EMIS
F86066,EMIS
G81669,TPP
H81085,EMIS
H81131,EMIS
H82059,TPP
H84005,EMIS
J81634,TPP
J82125,EMIS
J83031,TPP
M83102,EMIS
M85115,EMIS
M85624,EMIS
M88007,EMIS
N81002,EMIS
P81099,EMIS
P81170,EMIS
P82018,EMIS
P82037,EMIS
P91007,EMIS
M92019,EMIS
N81083,TPP
P81057,EMIS
P83611,EMIS
P84010,EMIS
P86012,EMIS
P92615,TPP
Y00060,EMIS
A83636,TPP
A87600,TPP
B81005,TPP
B83010,TPP
B86018,TPP
C82001,TPP
C82094,TPP
D82015,TPP
D83029,TPP
E82064,EMIS
F85634,EMIS
G82083,EMIS
F82686,EMIS
F86626,EMIS
G81656,EMIS
G82069,EMIS
H81007,EMIS
H81095,EMIS
K81002,EMIS
M82007,EMIS
P84635,EMIS
Y02900,TPP
Y07057,TPP
A89015,EMIS
B86648,TPP
C81640,EMIS
C82120,TPP
C84691,TPP
C84704,TPP
C88070,EMIS
E82050,EMIS
E85054,TPP
G82161,EMIS
G85053,EMIS
H81086,EMIS
F82661,EMIS
F84114,EMIS
F84694,EMIS
G85032,EMIS
H81076,EMIS
J82106,EMIS
J82196,EMIS
K83620,TPP
M81064,EMIS
M82057,EMIS
M83026,TPP
N83006,EMIS
P81180,EMIS
P92004,EMIS
Y02466,EMIS
Y02686,TPP
A81044,TPP
A87017,TPP
A87615,EMIS
B81095,TPP
B85048,TPP
C83641,TPP
C84031,TPP
E82073,EMIS
E84008,EMIS
E85719,TPP
F81038,TPP
F81152,TPP
H81043,EMIS
G85123,EMIS
G85138,EMIS
H82098,TPP
J82016,EMIS
K82012,EMIS
K82026,TPP
L83011,TPP
L83094,EMIS
N81041,TPP
N81096,EMIS
Y05826,EMIS
A83023,TPP
B86100,TPP
C81023,TPP
D82026,TPP
D82027,TPP
D83045,TPP
E81615,TPP
G81036,EMIS
H81126,EMIS
H83005,EMIS
H85100,EMIS
J82150,TPP
K84035,EMIS
M82009,EMIS
M83143,EMIS
M86019,EMIS
M92630,EMIS
N81012,TPP
N82106,EMIS
Y02594,EMIS
Y02946,EMIS
E83013,EMIS
B81011,TPP
C81021,TPP
C81026,TPP
C81653,TPP
C84628,EMIS
E81074,TPP
E81617,TPP
E86009,EMIS
F81159,TPP
J81053,TPP
L82622,EMIS
M83068,EMIS
M85174,EMIS
N81068,EMIS
P84678,EMIS
P86009,EMIS
Y01165,EMIS
Y02442,TPP
A87019,EMIS
B81013,TPP
B81014,TPP
B86004,TPP
C84140,TPP
C85023,TPP
D82025,TPP
D83019,TPP
E85118,TPP
E85707,TPP
F85004,EMIS
E87637,TPP
F83005,EMIS
F84658,EMIS
G82158,EMIS
G85021,EMIS
G85085,EMIS
H82091,EMIS
J82062,EMIS
J82090,TPP
J83050,TPP
M83625,EMIS
N81097,EMIS
N81628,TPP
N82081,EMIS
N82651,EMIS
N84018,EMIS
P85013,EMIS
P89023,EMIS
P92017,EMIS
Y02575,EMIS
Y05363,TPP
A81037,TPP
A83637,TPP
A86022,EMIS
B83614,TPP
C81044,TPP
C84664,TPP
C84679,TPP
C86606,EMIS
D82017,TPP
E84009,EMIS
G82180,EMIS
F81205,TPP
G85708,EMIS
J81033,TPP
K81056,EMIS
M83044,EMIS
N85015,EMIS
P81077,EMIS
P81704,EMIS
Y00155,TPP
A83024,TPP
A89021,EMIS
C81661,TPP
C82656,TPP
D82023,TPP
D83020,TPP
D83610,TPP
F81115,TPP
F86057,EMIS
G83673,EMIS
H81064,EMIS
H85035,EMIS
H85052,EMIS
J81087,TPP
J82050,EMIS
J82145,EMIS
J82630,EMIS
J83059,TPP
K81645,EMIS
K83064,EMIS
L81007,EMIS
M83020,EMIS
M85027,EMIS
N81063,EMIS
N81102,EMIS
P81070,EMIS
P81117,EMIS
P87624,EMIS
P92005,TPP
P92021,EMIS
Y01011,TPP
A88601,EMIS
B82004,TPP
B85021,TPP
B85611,EMIS
C82600,EMIS
C84705,TPP
E82058,TPP
E85028,TPP
E85066,TPP
E87720,TPP
F84039,EMIS
G81016,EMIS
G83024,CEGEDIM
G84011,EMIS
G85722,EMIS
H81016,EMIS
H81072,TPP
K84038,EMIS
L81127,EMIS
L85066,EMIS
M82019,EMIS
M82040,EMIS
M91637,EMIS
N81029,EMIS
N81039,EMIS
N82676,EMIS
Y01066,EMIS
A82617,EMIS
A83007,TPP
A86008,EMIS
B82079,EMIS
B82081,EMIS
C81073,TPP
C82002,TPP
C82032,TPP
E86610,EMIS
F81100,TPP
G81044,TPP
G82074,EMIS
H81099,EMIS
H81113,TPP
J81072,TPP
J82663,EMIS
M83057,EMIS
M83072,EMIS
M91033,EMIS
N81018,EMIS
N83026,EMIS
P84068,EMIS
P86019,EMIS
P87613,EMIS
P92630,EMIS
Y02332,TPP
Y05330,EMIS
B81082,EMIS
B82014,TPP
C82028,TPP
C88084,TPP
D81045,EMIS
D83080,TPP
E85121,TPP
E85663,TPP
F81017,EMIS
F83063,EMIS
F84086,EMIS
F86058,EMIS
G82097,EMIS
G82125,EMIS
H84034,EMIS
J82076,TPP
J83633,TPP
K81039,EMIS
K81073,EMIS
L81041,EMIS
M83027,EMIS
M85158,EMIS
N83603,EMIS
N84016,EMIS
P84689,EMIS
A87009,TPP
E83012,EMIS
E85074,TPP
E87052,TPP
F81060,TPP
F81114,TPP
F82042,EMIS
F85701,EMIS
F86012,EMIS
F86042,EMIS
G82147,EMIS
H85051,EMIS
J82156,EMIS
J83026,TPP
K81636,EMIS
K82031,EMIS
L83087,EMIS
M81038,EMIS
M83011,EMIS
M85005,EMIS
N82668,EMIS
P81025,EMIS
P81032,EMIS
P84683,EMIS
Y03656,EMIS
A82019,EMIS
A83060,TPP
A84034,EMIS
A85617,EMIS
B81092,EMIS
B83028,TPP
B86051,TPP
C88047,TPP
D81078,TPP
D81085,TPP
D82087,TPP
E82661,TPP
E83006,EMIS
F84083,EMIS
G82691,EMIS
H81658,EMIS
H82060,TPP
J82058,EMIS
K82023,EMIS
L81004,EMIS
L81023,EMIS
M89008,TPP
M92016,EMIS
N82018,EMIS
N82087,EMIS
N85648,EMIS
Y05346,TPP
A81610,TPP
B87042,TPP
C81030,TPP
C83079,TPP
C86029,TPP
C88019,EMIS
D83079,TPP
D83084,TPP
E85007,TPP
E85129,TPP
E87063,TPP
F85640,EMIS
F86679,EMIS
G81098,EMIS
G83066,EMIS
H83034,EMIS
H84053,EMIS
L81075,EMIS
L83025,TPP
L85015,EMIS
M83069,EMIS
M84025,EMIS
M88612,TPP
Y02960,EMIS
A83075,TPP
A83619,TPP
A87005,TPP
A88008,EMIS
B82029,TPP
C81099,TPP
C81616,TPP
C82022,TPP
C85016,EMIS
C86003,TPP
C86018,TPP
E85113,TPP
F81213,EMIS
F82675,EMIS
F83022,EMIS
F84050,EMIS
J82094,EMIS
J82152,EMIS
J82213,EMIS
K84016,EMIS
L83023,EMIS
L83053,TPP
M92029,EMIS
N81035,EMIS
N81059,TPP
N82669,EMIS
N83035,EMIS
N83628,EMIS
P87019,EMIS
P92605,EMIS
A85014,EMIS
B81064,TPP
B83604,TPP
C82009,EMIS
E81043,TPP
E85116,TPP
G85039,EMIS
F81632,TPP
G81012,EMIS
G82888,EMIS
J82042,EMIS
K81045,EMIS
K83020,TPP
K83040,TPP
L83128,TPP
L84053,TPP
M81070,EMIS
M83070,EMIS
M86014,EMIS
N82019,EMIS
N84007,EMIS
P81143,EMIS
P85608,EMIS
P86005,EMIS
A85023,EMIS
A86006,TPP
B86110,EMIS
C84112,TPP
C88039,TPP
E85056,TPP
E85692,TPP
E85694,TPP
F81052,EMIS
F81656,TPP
G82631,EMIS
G85698,EMIS
J82053,EMIS
L84032,TPP
M84041,EMIS
M86039,EMIS
M89009,TPP
M91029,EMIS
N81061,EMIS
P81732,EMIS
Y00033,TPP
C84021,TPP
E82105,EMIS
E83026,EMIS
E86036,EMIS
F81021,EMIS
F84669,EMIS
F86087,EMIS
F86088,EMIS
G82698,EMIS
L81065,TPP
L84606,EMIS
M81029,EMIS
M85055,EMIS
M87037,EMIS
N82633,EMIS
P81031,EMIS
P81755,EMIS
P84004,EMIS
P84012,EMIS
Y02325,EMIS
A83054,TPP
A89002,EMIS
B81045,TPP
B87044,EMIS
C83080,TPP
E82074,TPP
E85130,TPP
E86609,EMIS
F84656,EMIS
G81024,TPP
H83016,EMIS
J82026,EMIS
J82063,EMIS
L81132,TPP
L83034,TPP
L84003,TPP
M83089,EMIS
P81159,EMIS
P81620,EMIS
P81735,EMIS
P82023,EMIS
P87620,CEGEDIM
Y01839,EMIS
B81606,TPP
B85044,TPP
C84063,TPP
C85005,TPP
C85006,EMIS
C87012,TPP
C88046,TPP
D81084,TPP
E83046,EMIS
F81045,TPP
F81725,TPP
G82215,EMIS
G85034,EMIS
H83028,EMIS
J83019,TPP
J83027,TPP
J83043,TPP
K84008,EMIS
L84613,TPP
M83691,EMIS
N82001,EMIS
P84672,EMIS
P91604,EMIS
P92639,TPP
Y01118,TPP
A85008,EMIS
B81631,EMIS
B85038,TPP
B87016,TPP
C83073,TPP
C84059,TPP
D81015,TPP
D83004,TPP
D83075,TPP
G83019,EMIS
G85029,EMIS
G83029,EMIS
G83651,EMIS
J83603,EMIS
L81046,EMIS
M85730,EMIS
N81623,EMIS
N82104,EMIS
P83612,EMIS
P86022,EMIS
Y01090,EMIS
Y02605,EMIS
A82035,EMIS
A83052,TPP
B81006,TPP
B83045,TPP
B83055,TPP
C82676,TPP
C86621,TPP
C87608,TPP
D83023,TPP
E81069,TPP
E85748,TPP
F85687,EMIS
F81024,TPP
F81041,TPP
F84677,EMIS
F86011,EMIS
G82117,EMIS
G82217,EMIS
H81034,EMIS
H82640,TPP
H85618,EMIS
J81077,TPP
J81631,TPP
K82016,TPP
K82066,EMIS
M81037,EMIS
M82026,EMIS
M83680,EMIS
M88645,EMIS
N81637,EMIS
N85051,EMIS
A81032,TPP
A82075,EMIS
A89616,EMIS
B83034,TPP
B83063,TPP
B85027,EMIS
C83059,TPP
D82051,TPP
D83073,TPP
E82090,TPP
E85625,TPP
F82055,EMIS
G82138,EMIS
G82809,EMIS
H84040,EMIS
