GP_CD,SYS_SUPP
L81125,EMIS
L84031,TPP
L85040,EMIS
M82041,EMIS
M83052,EMIS
M83113,EMIS
M84016,EMIS
M84065,EMIS
M85008,EMIS
M85156,EMIS
M86035,EMIS
M87016,EMIS
P83621,EMIS
P87654,EMIS
A82014,EMIS
B84009,TPP
B85002,TPP
C82046,TPP
C88095,TPP
E84036,EMIS
F81051,TPP
F81090,EMIS
F83623,EMIS
F84711,EMIS
G82122,EMIS
H85037,EMIS
J83618,TPP
K81027,CEGEDIM
K82036,EMIS
K83012,TPP
L84049,TPP
M83012,EMIS
M83632,EMIS
M86032,EMIS
M87601,EMIS
M88008,TPP
Y02571,EMIS
Y07274,EMIS
A84025,TPP
B83661,TPP
C81118,TPP
C82075,TPP
C84017,TPP
C88051,TPP
D82036,TPP
E81061,TPP
E85046,TPP
F83019,EMIS
F85066,EMIS
F86616,EMIS
H81110,EMIS
H83044,EMIS
H85020,EMIS
H85693,EMIS
J82194,TPP
J83048,TPP
K84046,EMIS
L81064,TPP
L83101,EMIS
M85009,EMIS
M85069,TPP
M85680,EMIS
M87612,EMIS
P84065,EMIS
P84066,EMIS
Y03079,EMIS
C83065,TPP
C84624,TPP
C86609,TPP
D82037,EMIS
E82049,EMIS
E82098,EMIS
F81061,TPP
F81708,TPP
G82682,EMIS
G83635,EMIS
H83020,EMIS
K84043,EMIS
L83036,TPP
M81074,EMIS
P81103,EMIS
P89026,EMIS
Y00286,TPP
Y00399,TPP
Y06443,TPP
A82041,EMIS
A82631,EMIS
B82050,TPP
C82026,TPP
C83037,TPP
C83049,TPP
D81003,TPP
D81021,TPP
F81098,TPP
F84088,EMIS
F86666,EMIS
G85102,EMIS
H83006,EMIS
H84025,EMIS
K82022,EMIS
K82046,EMIS
L83129,TPP
M91616,EMIS
M92039,EMIS
P81133,EMIS
P81166,EMIS
P92012,TPP
Y02423,EMIS
B84004,TPP
B84010,TPP
C82021,TPP
C82124,TPP
D81633,TPP
E85623,TPP
F81087,TPP
F81095,TPP
G82658,EMIS
F81713,TPP
G85001,EMIS
J81025,TPP
L81083,EMIS
L83098,EMIS
M83024,EMIS
M85179,EMIS
M85756,EMIS
M92013,EMIS
N81092,EMIS
N82655,EMIS
N85016,EMIS
N85617,EMIS
P82009,EMIS
P85005,EMIS
A82004,EMIS
A82062,EMIS
A83049,TPP
B84021,TPP
C82040,TPP
A84037,TPP
E86033,EMIS
F84051,EMIS
F86650,EMIS
G82057,EMIS
G84023,EMIS
H82050,EMIS
H84016,EMIS
K81052,TPP
L83003,TPP
M83123,EMIS
M88630,TPP
M89027,TPP
P84024,EMIS
Y02790,EMIS
E83638,EMIS
A81621,TPP
B83620,TPP
B84618,TPP
B86678,TPP
C83024,TPP
C87013,TPP
D82020,TPP
E82021,EMIS
E82043,EMIS
E82652,EMIS
E87026,TPP
F81067,TPP
G81102,EMIS
J82112,EMIS
K81026,EMIS
K83050,EMIS
K84034,EMIS
L81067,EMIS
L84051,TPP
M81027,EMIS
M83013,EMIS
M84069,EMIS
M85058,EMIS
M89013,TPP
M91639,EMIS
N82113,EMIS
P81003,EMIS
P85003,EMIS
Y01655,EMIS
Y02974,EMIS
A85004,EMIS
B85032,TPP
C81035,TPP
D81073,TPP
D83018,TPP
E81631,TPP
E84031,EMIS
F81030,TPP
F81118,EMIS
G82093,EMIS
H82058,TPP
H82096,EMIS
L83026,TPP
M84012,EMIS
M85107,TPP
M85701,EMIS
M87010,EMIS
M88014,TPP
Y00612,EMIS
Y02342,TPP
Y02663,EMIS
B85652,TPP
B86052,TPP
B86109,TPP
C82634,TPP
C84077,TPP
E81005,TPP
E81612,TPP
E82086,TPP
E85053,TPP
E85699,TPP
G85696,EMIS
K81004,EMIS
K82079,EMIS
M81005,EMIS
M85094,EMIS
M85154,EMIS
P82625,EMIS
Y03063,EMIS
A83073,TPP
B86029,TPP
B87025,TPP
C82620,TPP
C83038,EMIS
C83060,TPP
C83626,TPP
C84045,TPP
D81630,TPP
D82043,TPP
D82080,TPP
D83027,TPP
E83034,EMIS
E85745,TPP
G82687,EMIS
G81003,EMIS
H81021,EMIS
H81025,EMIS
J81030,TPP
J82020,EMIS
J83002,TPP
K82028,EMIS
L82012,TPP
L83005,TPP
L84014,TPP
L84046,TPP
M81048,EMIS
M83097,EMIS
M86605,EMIS
M87017,EMIS
N81123,EMIS
N83621,EMIS
N83624,EMIS
P81082,EMIS
P81112,EMIS
P91012,EMIS
P91617,EMIS
Y00758,TPP
Y05248,TPP
A88013,EMIS
A89005,EMIS
C86626,EMIS
C88035,EMIS
E83039,EMIS
E84066,EMIS
E85617,TPP
G82020,EMIS
G82052,EMIS
F81088,TPP
F81181,TPP
F85034,EMIS
H81017,EMIS
H85026,EMIS
J82009,TPP
K84001,EMIS
L85019,EMIS
M85024,EMIS
M85123,EMIS
N81090,EMIS
N83610,EMIS
Y06792,TPP
A85611,EMIS
A89017,EMIS
B86066,TPP
E84014,EMIS
E85018,TPP
F83048,EMIS
F83666,EMIS
F84681,EMIS
F86644,EMIS
G85685,EMIS
H83051,EMIS
J82114,TPP
L82022,EMIS
L84078,TPP
M83117,EMIS
M85066,TPP
M87027,EMIS
N82041,EMIS
P81721,EMIS
A81005,TPP
B82037,TPP
C81032,TPP
C82077,TPP
C84051,TPP
C88087,TPP
C88091,EMIS
D82045,TPP
E81063,TPP
E84044,EMIS
E85038,TPP
F82642,EMIS
F84018,EMIS
G84018,EMIS
K83019,TPP
K84047,EMIS
L81018,EMIS
L81103,EMIS
L83040,EMIS
M85167,TPP
M88003,TPP
M89003,TPP
N83028,EMIS
P84027,EMIS
P84644,EMIS
P91004,EMIS
B82628,TPP
B83012,TPP
B87028,TPP
C82017,TPP
C82111,TPP
C84122,TPP
C88083,TPP
E82044,TPP
E87065,TPP
F81641,TPP
F83665,EMIS
F85623,EMIS
F85064,EMIS
F86060,EMIS
G82006,EMIS
G83028,EMIS
H82025,TPP
J82082,EMIS
J82089,EMIS
K81094,EMIS
K81610,EMIS
K82007,EMIS
L81078,EMIS
M82616,EMIS
M89002,TPP
M91034,EMIS
N81033,EMIS
N84618,EMIS
P82020,EMIS
P82607,EMIS
Y07275,TPP
A84008,TPP
A88608,EMIS
C83074,TPP
D81012,TPP
D81082,TPP
D83057,TPP
G81051,EMIS
G81061,EMIS
H81084,EMIS
H82038,TPP
K81605,EMIS
K83066,TPP
M83017,EMIS
M83063,EMIS
M83100,EMIS
M86040,EMIS
M92011,EMIS
N82039,EMIS
P81709,EMIS
P85002,EMIS
Y00412,EMIS
Y06378,EMIS
A81006,TPP
B85024,TPP
C81092,EMIS
C83063,EMIS
E82014,EMIS
E82096,EMIS
E82132,TPP
E83030,EMIS
E84061,EMIS
E85122,TPP
E85126,TPP
E86038,EMIS
G82111,EMIS
F82609,EMIS
F83017,EMIS
J84013,TPP
K81078,EMIS
K82603,EMIS
K84020,EMIS
L85043,EMIS
M82030,EMIS
M84018,EMIS
M85739,EMIS
M87638,EMIS
N82059,EMIS
N84037,EMIS
P81020,EMIS
P81726,EMIS
P89613,EMIS
A89617,EMIS
B82008,TPP
C81039,EMIS
C81114,TPP
C85017,TPP
D83040,TPP
E81077,TPP
E83032,EMIS
E84665,EMIS
F82015,EMIS
F84733,EMIS
F85697,EMIS
F86625,EMIS
G83642,EMIS
G85096,EMIS
H82095,TPP
J83058,TPP
M81049,EMIS
M83084,EMIS
M83092,EMIS
N82037,EMIS
P86021,EMIS
B82047,TPP
B82074,TPP
B82101,EMIS
B85646,TPP
C83027,TPP
E81010,TPP
E81033,TPP
E83008,EMIS
E84713,EMIS
E85071,TPP
E85697,TPP
E85740,TPP
F81023,TPP
F81042,EMIS
F81057,TPP
G82056,EMIS
G85651,EMIS
F82030,EMIS
F83015,EMIS
F84720,EMIS
G83654,EMIS
J81647,TPP
J82144,EMIS
K83018,EMIS
K84610,EMIS
L82029,EMIS
M84024,EMIS
M88002,TPP
M88044,TPP
M91614,EMIS
Y03595,TPP
Y04662,TPP
A83616,TPP
B85055,TPP
C81010,TPP
C81018,EMIS
D83002,TPP
E85042,TPP
E85091,TPP
F82011,EMIS
F85700,EMIS
K82610,TPP
K82618,EMIS
L81061,EMIS
L83663,TPP
M82058,EMIS
M86028,EMIS
N83635,EMIS
P83021,EMIS
P84038,EMIS
P85021,EMIS
P92007,TPP
Y00110,EMIS
A82009,EMIS
C82056,TPP
C82624,TPP
C85007,EMIS
C88016,TPP
D82039,TPP
E84049,EMIS
E85051,TPP
E87070,TPP
G82090,EMIS
G81043,EMIS
G84013,EMIS
G84033,EMIS
H81088,EMIS
J83011,TPP
J83034,TPP
L81015,EMIS
L83008,TPP
L83127,TPP
M83014,EMIS
N85024,EMIS
P82030,EMIS
P88024,EMIS
Y00140,EMIS
A83003,EMIS
A84036,TPP
B83030,TPP
B84008,TPP
B85060,TPP
C82029,TPP
C82651,TPP
C83082,TPP
C88054,EMIS
D83044,TPP
E81037,TPP
E82078,EMIS
E87034,TPP
K83028,EMIS
F82003,EMIS
H84020,EMIS
J82072,EMIS
J82084,EMIS
J83609,TPP
J84016,TPP
K82025,TPP
K83081,TPP
K83625,EMIS
L82039,EMIS
L83105,TPP
M83015,EMIS
P81017,EMIS
P82007,TPP
P88005,EMIS
P88606,EMIS
Y00902,TPP
Y03296,EMIS
B82026,TPP
B85659,TPP
C85010,TPP
E83621,EMIS
E85024,TPP
E86017,EMIS
G85041,EMIS
F81097,TPP
F82634,EMIS
F83056,EMIS
F86009,EMIS
G82024,EMIS
G83052,EMIS
G85119,EMIS
G85681,EMIS
H83009,EMIS
L83639,TPP
M85684,EMIS
M87026,EMIS
M88628,TPP
P81051,EMIS
P81646,EMIS
P91029,EMIS
P92014,EMIS
A82015,EMIS
A86021,EMIS
B87027,TPP
E85050,TPP
E85725,TPP
F82006,EMIS
H81111,EMIS
H82023,EMIS
K82048,EMIS
L84009,TPP
M82060,EMIS
M83061,EMIS
P81155,EMIS
P87004,EMIS
P87630,EMIS
Y02875,EMIS
Y04995,TPP
A81622,TPP
A82045,EMIS
A82068,EMIS
A82072,EMIS
A83013,TPP
A85026,EMIS
A86018,TPP
B82023,TPP
B83005,TPP
B84613,TPP
B87015,TPP
C82631,TPP
D82050,TPP
D83033,EMIS
E84693,EMIS
G81641,EMIS
H81081,EMIS
H81107,EMIS
H81618,EMIS
J82039,TPP
K82040,EMIS
L83029,EMIS
L85611,EMIS
M84002,EMIS
M84627,EMIS
M85679,EMIS
M89007,TPP
M91003,EMIS
N81075,EMIS
N82083,EMIS
N82645,EMIS
N83002,EMIS
N83023,EMIS
P81039,EMIS
A83074,TPP
A83627,TPP
A86029,EMIS
B84012,TPP
C82082,TPP
C83014,TPP
D81645,TPP
E82071,EMIS
E85103,TPP
F81684,TPP
F83686,EMIS
F84016,EMIS
F86705,EMIS
G85091,EMIS
H82016,TPP
H84033,EMIS
J81011,TPP
J81081,TPP
J82064,EMIS
K83006,TPP
L81033,EMIS
M82024,EMIS
M88616,TPP
N81081,EMIS
N83003,EMIS
P81083,EMIS
Y02521,EMIS
Y05317,EMIS
A84026,TPP
B81101,TPP
B83029,TPP
C82678,TPP
C84106,TPP
C86034,EMIS
C88069,TPP
E85061,TPP
F81055,TPP
F81729,TPP
F83007,EMIS
F84647,EMIS
H82033,TPP
H83004,EMIS
J81027,TPP
K82055,EMIS
L82051,TPP
L84024,EMIS
M84022,EMIS
N82093,EMIS
P81047,EMIS
P81059,EMIS
P81149,EMIS
P81736,EMIS
P84605,EMIS
P92003,EMIS
Y00056,TPP
B85010,EMIS
B87011,TPP
C83649,TPP
D81625,TPP
D82624,TPP
E81001,TPP
E81007,TPP
G85016,EMIS
F86637,EMIS
G82225,EMIS
G85674,EMIS
J82147,EMIS
K82074,TPP
L83628,TPP
P81172,EMIS
P82029,EMIS
P91020,EMIS
Y01690,TPP
P81147,EMIS
A81018,TPP
B82041,TPP
B83660,TPP
B86104,TPP
C84049,TPP
C87007,TPP
D82006,EMIS
E85004,TPP
H81109,EMIS
G81041,EMIS
H81026,EMIS
H81069,EMIS
H84623,EMIS
K81097,EMIS
K82021,EMIS
L85024,EMIS
M83009,EMIS
M87015,EMIS
N82086,EMIS
P84684,EMIS
P89025,EMIS
Y02794,EMIS
A81035,EMIS
B86039,TPP
D81050,TPP
E86024,EMIS
F81032,TPP
F81606,EMIS
F82624,EMIS
F86007,EMIS
F86081,EMIS
G81613,TPP
G84001,EMIS
G85073,EMIS
H82045,EMIS
H85038,EMIS
H85048,EMIS
J81621,TPP
J82143,EMIS
K82049,EMIS
K83007,EMIS
L82018,TPP
L85031,EMIS
M83076,EMIS
M83709,EMIS
M85046,TPP
M85178,TPP
M85713,EMIS
M88015,TPP
N83032,EMIS
N85616,EMIS
P81015,EMIS
P81186,EMIS
P81780,EMIS
P84665,EMIS
P88031,EMIS
Y01051,EMIS
Y01206,EMIS
B82078,TPP
B85025,TPP
B86006,TPP
D81056,EMIS
D81059,TPP
D82068,EMIS
F85650,EMIS
F86712,EMIS
J81646,TPP
J83625,TPP
K83055,TPP
L83648,EMIS
L84029,TPP
M84047,EMIS
M84070,EMIS
M85770,EMIS
M85781,EMIS
P81748,EMIS
P84029,EMIS
P88015,EMIS
B82105,TPP
B86059,EMIS
C81047,TPP
C81072,TPP
C82025,TPP
C88034,TPP
D82040,TPP
D83076,TPP
E81038,TPP
E86030,EMIS
F81170,TPP
J81075,TPP
J82036,EMIS
J82198,EMIS
L81027,TPP
L83099,TPP
M83719,EMIS
M85176,EMIS
N81101,EMIS
N82053,EMIS
N85038,EMIS
P81213,EMIS
A86601,EMIS
A87002,TPP
B81032,TPP
B82097,TPP
B86014,TPP
B86049,EMIS
C82008,TPP
C83058,TPP
C84090,TPP
C84660,TPP
D81607,TPP
F81163,TPP
F81679,TPP
F83632,EMIS
G82113,EMIS
G85135,EMIS
J82151,TPP
J83060,TPP
J84017,TPP
L81014,EMIS
M85693,EMIS
M85706,TPP
P81119,EMIS
P81165,EMIS
P82643,EMIS
P84043,EMIS
A82055,EMIS
A83622,TPP
B87006,TPP
C84151,TPP
C88079,TPP
D81005,TPP
F81732,TPP
H85664,EMIS
J82130,EMIS
K81036,EMIS
K82070,EMIS
L83010,TPP
M83718,EMIS
M83723,TPP
M85108,EMIS
M85124,TPP
M87028,EMIS
N81038,EMIS
Y00542,EMIS
A84032,TPP
A88005,EMIS
B81054,TPP
C82084,TPP
C83046,TPP
D81051,TPP
E84635,EMIS
F82028,EMIS
F84077,EMIS
F84641,EMIS
G81004,EMIS
G81663,TPP
G82160,EMIS
G82170,EMIS
K83030,TPP
K84075,EMIS
M84035,EMIS
M85035,TPP
P81072,EMIS
P81212,EMIS
P85605,EMIS
P86606,EMIS
A81009,TPP
A82058,EMIS
B83026,TPP
B86030,EMIS
B87032,TPP
C82038,TPP
C82051,TPP
C85028,EMIS
D81026,TPP
E82638,TPP
E85718,TPP
F81111,EMIS
F81215,TPP
F82679,EMIS
J82099,EMIS
L82023,EMIS
M82013,EMIS
M82025,EMIS
M83021,EMIS
P81073,EMIS
P82627,EMIS
P87032,EMIS
A82077,EMIS
A83037,TPP
A88010,EMIS
B81088,TPP
C82099,TPP
C82639,TPP
C83043,TPP
D81034,TPP
E85712,TPP
F83034,EMIS
F86082,TPP
H85662,EMIS
K81607,CEGEDIM
K83029,TPP
L81036,EMIS
L85034,EMIS
M82028,EMIS
N81113,EMIS
P82011,EMIS
Y01922,EMIS
A88002,EMIS
B82011,TPP
B82042,TPP
B86061,TPP
B87018,TPP
D83001,TPP
E82017,EMIS
E83600,EMIS
F86025,TPP
G81052,EMIS
H85078,CEGEDIM
J82061,EMIS
L84040,TPP
L84067,TPP
M81020,EMIS
M82005,EMIS
P85020,EMIS
P87658,EMIS
B83621,TPP
B84007,TPP
B85619,TPP
B86064,TPP
C82016,EMIS
C82112,TPP
C82623,TPP
C88090,TPP
E82070,EMIS
E82102,TPP
E87003,TPP
F84054,EMIS
F86022,EMIS
H81038,EMIS
H81074,EMIS
H81091,EMIS
H85075,EMIS
M81026,EMIS
M85175,EMIS
M87621,EMIS
M92028,EMIS
N82089,EMIS
P87027,EMIS
Y01127,TPP
Y02657,EMIS
A81042,TPP
B81041,TPP
B84623,TPP
B87020,TPP
C82061,TPP
C87017,EMIS
E82099,TPP
E83003,EMIS
E85124,TPP
E86028,EMIS
F82034,EMIS
G81030,EMIS
G81646,EMIS
G82763,EMIS
H84015,EMIS
J82056,EMIS
K83044,EMIS
L84043,TPP
M86005,EMIS
M88023,TPP
N81093,EMIS
P83027,EMIS
P87618,EMIS
P92028,EMIS
Y00492,EMIS
Y05750,EMIS
A84014,TPP
B84612,TPP
B85054,TPP
C81082,EMIS
C83072,TPP
C84695,TPP
C86007,TPP
C86032,EMIS
D81602,TPP
D82076,TPP
G82118,EMIS
F85625,EMIS
H81060,EMIS
H84618,EMIS
H85077,EMIS
J81018,TPP
J82049,EMIS
K81066,EMIS
L83068,TPP
M85732,EMIS
M86027,EMIS
M91629,EMIS
N81030,EMIS
N81050,EMIS
P85606,EMIS
P88625,EMIS
Y00726,EMIS
A81043,EMIS
A82027,EMIS
B82022,TPP
B85645,TPP
B86042,TPP
C84658,TPP
C84667,TPP
C87009,TPP
D82104,EMIS
E82083,EMIS
E85041,TPP
E87013,TPP
F81121,TPP
G82205,EMIS
H82088,TPP
H85041,EMIS
L83095,TPP
M83140,EMIS
M84037,EMIS
M92041,EMIS
N81651,EMIS
N85032,EMIS
P84645,EMIS
Y01695,EMIS
A81011,TPP
A81070,TPP
A83057,TPP
A89001,EMIS
B81090,TPP
B85018,TPP
B85020,TPP
B86017,TPP
B87003,TPP
C88059,TPP
D81629,TPP
F81027,TPP
G82031,EMIS
F84006,EMIS
H84619,EMIS
H85082,EMIS
J81616,TPP
J83629,TPP
K81028,EMIS
K83056,TPP
K83076,TPP
L81012,EMIS
L83103,EMIS
L85017,EMIS
L85021,EMIS
M81002,EMIS
M83090,EMIS
M84051,EMIS
M85155,EMIS
M92002,EMIS
N81074,EMIS
Y00026,TPP
Y01948,TPP
B81023,TPP
B85015,TPP
B86675,TPP
C82095,TPP
C82642,TPP
D81611,TPP
E82094,EMIS
F83003,EMIS
F86696,EMIS
G82729,EMIS
H81004,EMIS
J82060,TPP
J84015,TPP
K84023,EMIS
L84028,TPP
M83018,EMIS
M83062,EMIS
M83616,EMIS
M85078,EMIS
M86008,EMIS
M89005,TPP
M92609,EMIS
N81024,EMIS
N84614,EMIS
P84023,EMIS
P91627,EMIS
P92041,EMIS
Y00090,EMIS
Y01108,TPP
Y02933,EMIS
A86023,TPP
B82106,TPP
B83054,TPP
C81101,TPP
D83024,TPP
E82053,TPP
F81198,TPP
G82142,EMIS
H81638,EMIS
H85009,EMIS
H85047,EMIS
J81045,TPP
J82215,EMIS
J83615,TPP
L81038,EMIS
M83010,EMIS
M83701,EMIS
M91032,EMIS
P86026,EMIS
Y00297,TPP
Y02906,TPP
A88009,EMIS
B86108,TPP
C82097,TPP
C84621,TPP
D82012,TPP
D82013,TPP
E82001,EMIS
E84076,EMIS
E86640,EMIS
F81123,TPP
F82604,EMIS
G81075,TPP
L81029,EMIS
L81044,EMIS
L85052,EMIS
M85076,EMIS
N84613,EMIS
P81757,EMIS
P82010,EMIS
P85017,EMIS
A81060,TPP
B86106,TPP
C81066,TPP
C86605,TPP
D81011,TPP
E84083,EMIS
E87048,TPP
F81147,TPP
F81207,TPP
F84012,EMIS
F84115,EMIS
G82071,EMIS
G82135,EMIS
G82684,EMIS
G85045,EMIS
H82005,TPP
H83611,EMIS
J81002,TPP
J81047,TPP
J81633,TPP
J82136,EMIS
J82142,EMIS
K83017,TPP
L81071,TPP
L81077,EMIS
L81617,TPP
M82039,EMIS
M84003,EMIS
M85082,EMIS
M85671,EMIS
M87602,EMIS
N81619,EMIS
P92001,TPP
P92023,EMIS
Y02212,EMIS
Y02622,EMIS
A83618,TPP
A89041,EMIS
C83075,TPP
C87603,TPP
E87706,TPP
F81072,TPP
G84629,EMIS
F86026,TPP
F86627,EMIS
H81005,EMIS
H81062,EMIS
L81079,EMIS
M82004,EMIS
M85006,EMIS
M91006,EMIS
N81043,EMIS
P81087,EMIS
P81686,EMIS
P85019,EMIS
P88002,EMIS
Y00347,EMIS
Y02494,TPP
A81049,TPP
A82651,EMIS
B81047,TPP
C82073,TPP
C84011,EMIS
C84020,TPP
C84034,TPP
E81003,TPP
E84005,EMIS
E85685,TPP
E87738,TPP
F82647,EMIS
G82086,EMIS
G84007,EMIS
H81044,EMIS
J83021,TPP
L85004,EMIS
M81045,EMIS
M83681,EMIS
M84609,EMIS
N85640,EMIS
P81137,EMIS
P82013,EMIS
P84064,EMIS
P85621,EMIS
Y00568,TPP
Y04925,TPP
A82029,EMIS
A83016,TPP
D82067,TPP
D83005,TPP
E87768,TPP
G85130,EMIS
F81066,TPP
F81112,TPP
F81119,TPP
F86034,EMIS
H81019,EMIS
H82087,EMIS
H83021,EMIS
L81045,TPP
L84027,TPP
M82051,EMIS
M85021,EMIS
M89608,EMIS
N81067,EMIS
P81058,EMIS
Y00561,TPP
Y05412,TPP
A83041,TPP
B87031,TPP
C81012,TPP
C81028,EMIS
C81070,TPP
C84694,TPP
D81064,TPP
E87021,TPP
E87714,TPP
F81122,TPP
F85031,EMIS
G85028,EMIS
H81042,EMIS
F84072,EMIS
G81002,EMIS
J81644,TPP
J82085,TPP
J82622,EMIS
K84007,EMIS
L83627,TPP
M83054,EMIS
N81036,TPP
P82626,EMIS
P84020,EMIS
P87625,EMIS
Y00050,TPP
A86041,EMIS
C88074,TPP
D82096,TPP
D83014,TPP
D83046,TPP
F81176,TPP
F81216,TPP
F83057,EMIS
F84014,EMIS
F84022,EMIS
G82066,EMIS
G84005,EMIS
H81077,EMIS
H81632,EMIS
K82076,TPP
K84014,EMIS
L84045,TPP
L84084,TPP
M84036,EMIS
M88018,TPP
N84029,EMIS
P81095,EMIS
P86014,EMIS
Y01291,EMIS
